Date - Order Date,Order - Number,Item - SKU,Item - Qty,Item - Name,Amount - Order Total,Amount - Order Tax,Carrier - Service Requested,Date - Ship By Date,
03-06-2026 21:20,200014553335196,WTB - 000000 - 07622202045578 - UKUS - 1,1,"Cadbury Dairy Milk Easter Favourites Chocolate Sharing Pouch 335g, Imported from Britain",32.66,1.06,Value,03-10-2026 20:00,31.6
03-06-2026 20:37,200014427409557,WTB - 000000 - 05000159569170 - UKUS - 1,1,"Twix Milk Chocolate Easter Egg 170g, Imported from Britain",28.82,0,Value,03-10-2026 20:00,28.82
03-06-2026 21:36,112-9241690-9569813,STB - 271025 - B004G969PQ - UKUS - 3,1,Schwartz Classic Roast Lamb Gravy 26g,14.94,0,FreeEconomy Econ US Dom,03-11-2026 17:00,14.94
03-06-2026 21:15,112-3003598-5028246,STB - 131125 - B0189X69GS - UKUS - 3,1,Ktc Castor Oil - 1 x 250ml,22.27,1.7,FreeEconomy Econ US Dom,03-11-2026 17:00,20.57
03-06-2026 21:09,111-8706475-3661023,STB - 271025 - B09SGF18R3 - UKUS - 3,1,Marks and Spencers Percy Pig Part Time 150g with Real Fruit Juices from M&S,17.78,1.28,FreeEconomy Econ US Dom,03-11-2026 17:00,16.5
03-06-2026 20:21,114-5237828-3438641,STB - 041125 - B01LWLK5HN - UK-US - 3,1,Sweet Piccalilli essential Waitrose 275g - Pack of 4,34.59,0,FreeEconomy Econ US Dom,03-11-2026 17:00,34.59
03-06-2026 20:32,114-9130216-1669005,STB - 271025 - B01LYQ4CST - UKUS - 3,1,Alpecin Double Effect Shampoo(200ml) - German,37.29,3.42,FreeEconomy Econ US Dom,03-11-2026 17:00,33.87
03-06-2026 20:35,112-3454363-4774606,STB - 100226 - B07K1PJTFV - UKUS - 3,1,Nestlé Nescafe Dolce Gusto Coffee Pods - Decaffeinated Café au Lait Flavor - Choose Quantity (1 Pack (16 Capsules)),21.46,0.21,FreeEconomy Econ US Dom,03-11-2026 17:00,21.25
03-06-2026 22:08,112-0006481-9587468,STB - 041125 - B08L71CNHT - UK-US - 7,1,Millions Tube Cola - 60g - Pack of 4,34.66,3.01,FreeEconomy Econ US Dom,3/17/2026 5:00:00 PM,31.65
03-06-2026 22:08,112-1639612-2207451,STB - 271025 - B01M3R59WD - UKUS - 3,1,Marks & Spencer M&S Cured Ox Tongue 184g Made in the UK,26.44,0,FreeEconomy Econ US Dom,03-11-2026 17:00,26.44
03-06-2026 23:28,200014435907259,WTB - 000000 - 05013531620956 - UKUS - 1,1,"Natco Mung Beans 1Kg, Imported from Britain",28.31,0,Value,03-10-2026 20:00,28.31
03-07-2026 00:18,112-2615209-2471418,STB - 040126 - B003WOJJGW - UKUS - X,1,Potted Plant Focus Liquid Concentrated Fertilizer 100ml,34.67,3.29,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,31.38
03-06-2026 23:15,114-2028511-1251434,STB - 271025 - B0170DDL5K - UKUS - 5,1,Assorted Hula Hoops 24g x 14 per pack,24.33,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,24.33
03-07-2026 01:34,200014414725736,WTB - 000000 - 05059697758423 - UKUS - 1,4,"Tesco Quadruple Strength Cherries & Berries Squash No Added Sugar 1.5L, Imported from Britain",122.8,4.44,Value,03-10-2026 20:00,118.36
03-07-2026 00:55,114-4715780-0301016,STB - 131125 - B07GX139X3 - UKUS - 3,1,McVitie's Digestives Milk Chocolate the Caramel One 250g (Pack of 3),28.04,0,FreeEconomy Econ US Dom,03-11-2026 17:00,28.04
03-05-2026 07:23,113-2830576-9650659,STB - 271025 - B0B4W6J77T - UKUS - 3,4,Marks and Spencer Triple Chocolate Crunch 500g,107.92,0,FreeEconomy Econ US Dom,03-11-2026 17:00,107.92
03-07-2026 03:41,200014440000562,WTB - 000000 - 03068320055022 - UKUS - 1,1,"Evian Natural Bottled Mineral Still Water Multipack 6x500ml, Imported from Britain",44.03,1.27,Value,03-10-2026 20:00,42.76
03-07-2026 03:32,026-3504762-6654708,STB - 300126 - B07CYX8F78 - UKUK - X,1,Crawfords Garibaldi Golden Crispy Biscuits Filled with Currants 100g x 6,17.98,0,Standard Std UK Dom_1,03-10-2026 17:00,17.98
03-07-2026 03:34,111-7023042-3678605,INS - 030226 - B001LION9E - UKUS - 2,1,Lucozade Energy Original Drink in Pet Bottle 380 ml (Pack of 24),385.13,27.7,Expedited Exp US D2D Dom,03-10-2026 17:00,357.43
03-07-2026 03:17,114-4449899-8471403,STB - 100226 - B08L74DT7R - UKUS - 3,1,Revels Treat Bag - 71g - Pack of 6,33.98,0,FreeEconomy Econ US Dom,03-11-2026 17:00,33.98
03-07-2026 04:33,200014569346602,WTB TEST - 00617588695735 - UKUS,1,Cereal Weetabix Family 24 - British Version Imported by Sentogo,26.99,0,Value,03-10-2026 20:00,26.99
03-07-2026 05:04,111-6478659-2907412,STB - 131125 - B0189X69GS - UKUS - 3,2,Ktc Castor Oil - 1 x 250ml,43.46,3.32,FreeEconomy Econ US Dom,03-11-2026 17:00,40.14
03-07-2026 04:30,111-1754308-9740224,STB - 091225 - B000J6BHP2 - UKUS - X,1,Tetley - Original Tea Bags 240 - 750g,22.78,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,22.78
03-07-2026 07:17,23-14313-29742,EBY - 260226 - B0062IC9T4 - UKRW - 3,1,Schwartz Thai 7 Spice Jar 52g,15.97,0,UK_OtherCourier,03-11-2026 16:59,15.97
03-07-2026 06:44,200014516234415,WTB - 000000 - 08000300440164 - UKUS - 1,1,"Kit Kat F1 Milk Chocolate Bar 55g, Imported from Britain",25.87,1.92,Value,03-10-2026 20:00,23.95
03-07-2026 07:05,200014137200854,WTB - 000000 - 08712566479481 - UKUS - 1,1,"Knorr Rich Beef Stock Pot 8'S 224G, Imported from Britain",25.44,0,Value,03-09-2026 20:00,25.44
03-07-2026 07:01,114-1438753-8737058,STB - 131125 - B00455YP48 - UKUS - 3,1,Wilkinson Sword - Xtreme 3 for Men | Sensitive | Pack of 8 Disposable Razors,21.21,1.62,FreeEconomy Econ US Dom,03-11-2026 17:00,19.59
03-07-2026 06:49,113-5985968-9634642,INS - 190226 - B014G3GLSQ - UKUS - 2,2,"Gourmet Mon Petit Fish, 6 x 50 g",43.36,0,FreeEconomy Econ US Dom,03-10-2026 17:00,43.36
03-07-2026 06:28,111-2844250-1740265,STB - 041125 - B00RPCFM3Q - UK-US - 3,1,Ma Made Prepared Seville Oranges Thin Cut 850g - Pack of 2,40.89,0,FreeEconomy Econ US Dom,03-11-2026 17:00,40.89
03-07-2026 07:08,113-2873849-2457810,STB - 041125 - B004WYUXQ6 - UK-US - 3,8,Clearspring - Organic Japanese Tofu - 300g,152.96,0,FreeEconomy Econ US Dom,03-11-2026 17:00,152.96
03-07-2026 06:41,113-7040667-1931411,STB - 100226 - B00JFLM95Y - UKUS - 5,1,Nescafe Vanilla Latte 8 x 18.5g - Pack of 6,35.34,0.35,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,34.99
03-07-2026 07:38,206-4313365-4941929,STB - 300126 - B07PQS8NZ4 - UKUK - X,1,Summerdown | Mint Thins | 1 x 150g,24.48,3.5,Standard Std UK Dom_1,03-12-2026 17:00,20.98
03-07-2026 08:24,200014593044355,WTB - 000000 - 05449000133410 - UKUS - 1,2,"Schweppes Soda Water 1 Litre, Imported from Britain",56.5,1.6,Value,03-11-2026 20:00,54.9
03-07-2026 08:07,200014482684449,WTB - 000000 - 05056357999578 - UKUS - 1,1,"Galaxy Instant Hot Chocolate Nescafe Dolce Gusto Compatible Drink Pods 8 Pack 120g, Imported from Britain",26.9,0,Value,03-11-2026 20:00,26.9
03-07-2026 07:56,200014285005356,WTB - 000000 - 05000159568982 - UKUS - 1,1,"Maltesers Bunnies Milk Chocolate Easter Egg 207g, Imported from Britain",33.33,0,Value,03-11-2026 20:00,33.33
03-07-2026 08:27,113-0379606-9204216,STB - 041125 - B00MH44CLA - UK-US - 3,1,Merchant Gourmet Ready to Eat Puy Lentils 250g - Pack of 6,62.58,0,FreeEconomy Econ US Dom,03-11-2026 17:00,62.58
03-07-2026 08:59,112-0852928-3530609,STB - 100226 - B07BGDTD5Z - UKUS - 3,1,Waitrose pickled onions in vinegar drained 230g,28.98,0,FreeEconomy Econ US Dom,03-11-2026 17:00,28.98
03-07-2026 08:32,113-0406788-2364248,STB - 131125 - B09HFM1S4N - UKUS - 3,1,Weetabix Family size 18.7-oz Per 2-Box Bundle Imported from UK,29.9,0,FreeEconomy Econ US Dom,03-11-2026 17:00,29.9
03-07-2026 08:19,111-0267179-8109053,STB - 040126 - B0F9PMNCC2 - UKUS - X,1,"Cadbury Festive Mini Snow Balls Chocolate Bag, Smooth Dairy Milk Chocolate Coated In a Crispy White Dusted Icing Sugar Shell, 74 g (Pack of 1)",16.92,1.11,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,15.81
03-07-2026 08:12,112-5294760-3221005,STB - 131125 - B008AIBT40 - UKUS - 3,1,John West Cod Soft Roes (100g) - Pack of 6,41.4,0,FreeEconomy Econ US Dom,03-11-2026 17:00,41.4
03-07-2026 07:44,114-8136924-4468218,STB - 100226 - B0082AA26C - UKUS - 5,1,"Silvo Tarnish Guard Metal Polish Wadding I All Purpose Metal Polish - For Silver, Gold, Aluminium, Chrome & Electroplate I Size: 75g (Pack of 3)",43.56,2.56,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,41
03-07-2026 07:38,113-5403432-7839427,STB - 100226 - B01LZSVER2 - UKUS - 3,1,Seville Orange Thick Cut Marmalade essential Waitrose 454g - Pack of 2,28.55,0,FreeEconomy Econ US Dom,03-11-2026 17:00,28.55
03-07-2026 07:41,112-3214438-9886617,STB - 271025 - B075VYBQ8Z - UKUS - 3,1,Famous Names Signature Collection 185G,36.79,2.41,FreeEconomy Econ US Dom,03-11-2026 17:00,34.38
03-07-2026 07:31,113-8316318-1674622,STB - 091225 - B00WUEN44S - UKUS - X,1,Lucozade Original Energy 6 Pack 380ml,58.74,3.84,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,54.9
03-07-2026 08:51,200014475416376,WTB - 000000 - 05013499006915 - UKUS - 1,1,"Goldfish Chinese Hot & Spicy Curry Sauce Concentrate 405G, Imported from Britain",25.83,0,Value,03-11-2026 20:00,25.83
03-07-2026 09:06,200014254624094,WTB - 000000 - 05010084907725 - UKUS - 1,1,"Betty Crocker Bake Smart Sugar Free Vanilla Cake Mix 350g, Imported from Britain",27.2,0,Value,03-09-2026 20:00,27.2
03-07-2026 09:31,200014326365675,WTB - 000000 - 05035139217512 - UKUS - 1,1,"Grace Sweet Ripe Plantain Chips Unsalted 85G, Imported from Britain",22.38,0,Value,03-11-2026 20:00,22.38
03-07-2026 09:35,200014305563897,WTB TEST - 00617588695735 - UKUS,1,Cereal Weetabix Family 24 - British Version Imported by Sentogo,26.99,0,Value,03-11-2026 20:00,26.99
03-07-2026 09:58,200014520618646,WTB - 000000 - 05000328992594 - UKUS - 1,1,"Walkers Classic Variety Multipack Crisps 12x25g, Imported from Britain",27,0,Value,03-11-2026 20:00,27
03-07-2026 10:18,111-2307418-2217845,STB - 131125 - B00MWVA69U - UKUS - 3,2,Marmite Yeast Extract 500g (Pack of 1),70.08,0,FreeEconomy Econ US Dom,03-11-2026 17:00,70.08
03-07-2026 10:28,111-5494854-7672253,STB - 271025 - B0CMMP5PH2 - UKUS - 3,1,Elbow Grease Bicarbonate Of Soda 500g,29.72,1.75,FreeEconomy Econ US Dom,03-11-2026 17:00,27.97
03-07-2026 10:01,111-8908118-9631468,STB - 131125 - B09HFM1S4N - UKUS - 3,1,Weetabix Family size 18.7-oz Per 2-Box Bundle Imported from UK,30.05,0,FreeEconomy Econ US Dom,03-11-2026 17:00,30.05
03-07-2026 09:43,114-7182965-3441039,STB - 040126 - B005EF23LU - UKUS - X,1,"BOLSIUS 50 Unscented Tea Lights - 8 Hours Burn Time - Premium European Quality - Consistent Smokeless Flame - 100% Cotton Wick - Dinner, Wedding, Party, Restaurant, Spa, Church, & Home Décor Tealights",57.78,5.49,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,52.29
03-07-2026 09:55,113-4143940-8496218,STB - 041125 - B004QJEJ1M - UK-US - 3,1,Limited Edition Marmite XO Extra Old Matured longer for a stronger taste 250g jar in Gift box,33.6,0.98,FreeEconomy Econ US Dom,03-11-2026 17:00,32.62
03-07-2026 09:51,114-5441662-7941041,STB - 070126 - B006OMBQE2 - UKUS - X,1,Gourmet Perle Seaside Duos Pouch 12 x 85 g (Pack of 4),128.94,0,Standard Std US D2D Dom,3/20/2026 5:00:00 PM,128.94
03-07-2026 09:41,112-6483976-9381021,INS - 060326 - B0017L8JZE - UKUS - 2,1,Bahlsen Choco Leibniz Milk Cookies (12 boxes) - Leibniz Butter Biscuits topped with a thick layer of European Chocolate - 4.4 oz boxes,62.85,0,FreeEconomy Econ US Dom,03-10-2026 17:00,62.85
03-07-2026 09:39,112-8028699-9693820,STB - 100226 - B000QGBWIW - UKUS - 3,1,Ecover Floor Soap,31.08,1.93,FreeEconomy Econ US Dom,03-11-2026 17:00,29.15
03-07-2026 09:32,113-8405796-8282653,STB - 040126 - B00XL3WLL4 - UKUS - X,1,"Salter Dietary Mechanical Kitchen Scales - 500g Capacity, Weigh in 5g Increments for Precise Portion Control, Scale Fits Inside Pan, Compact + Ideal for Travel, 15 Year Guarantee - White",40.84,2.76,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,38.08
03-07-2026 09:25,112-8079762-8282604,STB - 100226 - B0002E4EPQ - UKUS - 3,1,"Aunt May's, Bajan Pepper Sauce, 12 oz.",25.08,0.31,FreeEconomy Econ US Dom,03-11-2026 17:00,24.77
03-07-2026 09:53,113-7114126-2264230,STB - 041125 - B01MRHGKKH - UK-US - 5,1,"Piz Buin Tan & Protect Tan Accelerating Oil Spray SPF 30 High, 150ml by Piz Buin",55.09,3.12,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,51.97
03-07-2026 09:35,113-5370635-5670640,STB - 131125 - B007XR3SKW - UKUS - 3,1,Sharwood's Ready to Eat Prawn Crackers 60 g (Pack of 12),67.17,0,FreeEconomy Econ US Dom,03-11-2026 17:00,67.17
03-07-2026 09:32,114-7373904-5035434,STB - 041125 - B07BM9DX6K - UK-US - 5,2,Soltan Protect & Moisturise lotion SPF50+ 200ml,79.94,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,79.94
03-07-2026 09:18,114-1872738-3658654,STB - 271025 - B075VYBQ8Z - UKUS - 3,1,Famous Names Signature Collection 185G,34.72,0,FreeEconomy Econ US Dom,03-11-2026 17:00,34.72
03-07-2026 09:15,114-6375982-1416224,STB - 040126 - B003WOJJGW - UKUS - X,1,Potted Plant Focus Liquid Concentrated Fertilizer 100ml,33.87,2.62,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,31.25
03-07-2026 09:50,114-6236318-5265047,STB - 131125 - B00Y1CPBSY - UKUS - 3,1,Discos Crisps Variety Pack 16 x 28g Bags,28.25,0.28,FreeEconomy Econ US Dom,03-11-2026 17:00,27.97
03-07-2026 09:09,114-7545091-5637009,STB - 091225 - B00H1UTHTC - UKUS - X,1,Sanex Zero% Shower Gel Nutritive Dry and Very Dry Skin 250ml,21.79,1.5,FreeEconomy Econ US Dom,03-11-2026 17:00,20.29
03-07-2026 09:03,113-2536117-5403462,STB - 091225 - B000J6BHP2 - UKUS - X,1,Tetley - Original Tea Bags 240 - 750g,23.24,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,23.24
03-07-2026 10:28,111-8996185-2249067,STB - 040126 - B000637SIS - UKUS - X,1,"Renovo International RUP1114 Ultra Proofer 1 Litre, Neutral",62.28,3.87,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,58.41
03-07-2026 07:59,112-5282819-7485017,STB - 060126 - B001CM3EIU - UKUS - X,3,"Restoria Grey Reducing Cream for Men - Hair Cream for Restoring Natural Hair Colour Gradually, Up to 100% Grey Coverage - Vegan, 100ml",107.01,9.99,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,97.02
03-07-2026 10:48,026-2995388-2253117,STB - 300126 - B017IWLGBY - UKUK - X,1,Giuseppe Cocco Pasta Penne Rigate 500g - Pack of 2,24.98,0,Standard Std UK Dom_1,03-10-2026 17:00,24.98
03-07-2026 11:37,200014441650035,WTB - 000000 - 07622202345081 - UKUS - 1,1,"Cadbury White Creme Egg 5x40g, Imported from Britain",27.01,0.79,Value,03-11-2026 20:00,26.22
03-07-2026 11:16,200014495993937,WTB - 000000 - 08000300440164 - UKUS - 1,1,"Kit Kat F1 Milk Chocolate Bar 55g, Imported from Britain",23.95,0,Value,03-11-2026 20:00,23.95
03-07-2026 11:37,200014364929809,WTB - 000000 - 05000328219769 - UKUS - 1,1,"Walkers Monster Munch Giants Pickled Onion Sharing Bag Crisps 85g, Imported from Britain",26.16,1.34,Value,03-11-2026 20:00,24.82
03-07-2026 11:49,200014369007973,WTB - 000000 - 03045320094169 - UKUS - 1,1,"Bonne Maman Blackcurrant Conserve 370G, Imported from Britain",26.22,0,Value,03-11-2026 20:00,26.22
03-07-2026 11:28,112-5997722-1828245,STB - 271025 - B07574TZ7N - UKUS - 3,1,Ecover Bottle Plastic X1 750Ml Fabric Softener,22.78,1.64,FreeEconomy Econ US Dom,03-11-2026 17:00,21.14
03-07-2026 12:02,114-3804899-5537007,STB - 091225 - B000J6BHP2 - UKUS - X,1,Tetley - Original Tea Bags 240 - 750g,23.72,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,23.72
03-07-2026 11:27,113-0683603-3997843,STB - 131125 - B0757RLLY5 - UKUS - 3,1,"Hotel Chocolat Classic Hot Chocolat, 250g",49.74,0,FreeEconomy Econ US Dom,03-11-2026 17:00,49.74
03-07-2026 11:08,113-1710134-8449813,STB - 131125 - B00MWVA69U - UKUS - 3,1,Marmite Yeast Extract 500g (Pack of 1),35.04,0,FreeEconomy Econ US Dom,03-11-2026 17:00,35.04
03-07-2026 10:59,114-1073198-7016262,STB - 100226 - B01GH3NOIS - UKUS - 5,1,Weetabix Weetabix 215gX2 boxes (serial),35.34,0.35,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,34.99
03-07-2026 10:49,113-9625577-9533014,STB - 271025 - B0170BUMZ4 - UKUS - 3,2,McVitie's Iced Gems 6 x 25g,33.34,0,FreeEconomy Econ US Dom,03-11-2026 17:00,33.34
03-07-2026 11:39,111-3109068-1801038,STB - 131125 - B00MWUI26K - UKUS - 3,1,"Lee Kum Kee Chiu Chow Chilli Oil, 170 g",17.71,0,FreeEconomy Econ US Dom,03-11-2026 17:00,17.71
03-07-2026 11:29,114-7942202-7714660,STB - 100226 - B01LFQYOYK - UKUS - 3,1,Aunt May's Hot Bajan Pepper Sauce 12 Oz (Pack of 3),49.96,0.98,FreeEconomy Econ US Dom,03-11-2026 17:00,48.98
03-07-2026 10:54,111-5873235-3400257,STB - 040126 - B00XL3WLL4 - UKUS - X,1,"Salter Dietary Mechanical Kitchen Scales - 500g Capacity, Weigh in 5g Increments for Precise Portion Control, Scale Fits Inside Pan, Compact + Ideal for Travel, 15 Year Guarantee - White",40.65,2.57,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,38.08
03-07-2026 13:09,206-6820420-9564335,STB - 300126 - B087RT1DGQ - UKUK - X,1,Sharwood's Curry Cooking Sauce Bundles (3X Balti Cooking Sauce),21.98,0,Standard Std UK Dom_1,03-10-2026 17:00,21.98
03-07-2026 12:00,200014496311269,WTB - 000000 - 08445290293312 - UKUS - 1,1,"Nesquik Banana Flavoured Milkshake Powder 500g Tub, Imported from Britain",28.88,0,Value,03-11-2026 20:00,28.88
03-07-2026 12:02,200014599390784,WTB - 000000 - 07622202274350 - UKUS - 1,1,"Cadbury Orange Mini Eggs 74g, Imported from Britain",25.06,1.02,Value,03-11-2026 20:00,24.04
03-07-2026 12:08,200014590274079,WTB - 000000 - 07622201730475 - UKUS - 1,4,"Maynards Bassetts Jelly Baby Chicks 130g, Imported from Britain",93.76,0,Value,03-11-2026 20:00,93.76
03-07-2026 13:29,111-9359987-6249007,STB - 271025 - B0B4W5S373 - UKUS - 3,1,Marks and Spencer Fruit Jellies 200g,60.92,0,FreeEconomy Econ US Dom,03-11-2026 17:00,60.92
03-07-2026 13:29,111-9359987-6249007,STB - 271025 - B0B4W6YDQK - UKUS - 3,1,Marks and Spencer All Butter Sultana Cookies 200g,60.92,0,FreeEconomy Econ US Dom,03-11-2026 17:00,60.92
03-07-2026 13:29,111-9359987-6249007,STB - 271025 - B0B4W7788C - UKUS - 3,1,Marks and Spencer Dark Seville Orange Marmalade 340g,60.92,0,FreeEconomy Econ US Dom,03-11-2026 17:00,60.92
03-07-2026 13:19,111-5797442-4401009,STB - 070126 - B000J5UW04 - UKUS - X,1,"Aquaplay 2078019 Sealing Strips (8-Piece, Black)",37.39,2.85,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,34.54
03-07-2026 12:58,111-2269863-3417049,STB - 271025 - B00ZPBS5OC - UKUS - 3,1,Billington's Natural Unrefined Dark Muscovado Cane Sugar (500g) - Pack of 2,33.58,0,FreeEconomy Econ US Dom,03-11-2026 17:00,33.58
03-07-2026 12:44,111-7350378-5479418,STB - 131125 - B007XR3SKW - UKUS - 3,1,Sharwood's Ready to Eat Prawn Crackers 60 g (Pack of 12),67.17,0,FreeEconomy Econ US Dom,03-11-2026 17:00,67.17
03-07-2026 12:45,113-5010791-6285038,STB - 100226 - B000QGBWIW - UKUS - 3,1,Ecover Floor Soap,31.7,2.55,FreeEconomy Econ US Dom,03-11-2026 17:00,29.15
03-07-2026 12:46,111-1908174-5696207,STB - 131125 - B019Y2Y0H8 - UKUS - 3,1,"Weetabix Wholegrain, 24 biscuits (Pack of 1)",21.17,0,FreeEconomy Econ US Dom,03-11-2026 17:00,21.17
03-07-2026 12:22,112-8991821-9802618,STB - 100226 - B00IE7FG50 - UKUS - 3,1,Weetabix - Banana - 24 Biscuits - 528g,26.99,0,FreeEconomy Econ US Dom,03-11-2026 17:00,26.99
03-07-2026 13:37,114-6652692-4137016,STB - 091225 - B07GZ16XY2 - UKUS - X,3,Belin Crackers Monaco Emmental 100g,56.31,0,FreeEconomy Econ US Dom,3/17/2026 5:00:00 PM,56.31
03-07-2026 12:41,113-4456484-9109840,STB - 040126 - B007J2AMA0 - UKUS - X,1,Reef One - Boutique Biorbpiéces Détachées - Pompe à Air Baby Biorb,48.68,3.5,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,45.18
03-07-2026 12:38,112-8481473-9947469,STB - 131125 - B0199C445Q - UKUS - 3,1,Werther's Original Butter Candy (135g) by Werther's,16.98,1.11,FreeEconomy Econ US Dom,03-11-2026 17:00,15.87
03-07-2026 12:16,112-4908842-6345860,STB - 271025 - B07574TZ7N - UKUS - 3,2,Ecover Bottle Plastic X1 750Ml Fabric Softener,42.28,0,FreeEconomy Econ US Dom,03-11-2026 17:00,42.28
03-07-2026 14:47,200014065544037,WTB - 000000 - 05016346518852 - UKUS - 1,1,"Thorntons Classic Easter Egg 262G, Imported from Britain",43.22,4.02,Value,03-11-2026 20:00,39.2
03-07-2026 13:30,200014280585166,WTB - 000000 - 05060336501300 - UKUS - 1,1,"Branston Small Chunk Piccalilli 360g, Imported from Britain",24.7,0,Value,03-11-2026 20:00,24.7
03-07-2026 13:32,200014405029654,WTB - 000000 - 08003340808093 - UKUS - 1,1,"Lindt Gourmet Eggs Dark Chocolate with Whole Roasted Hazelnuts 130g, Imported from Britain",29.12,0,Value,03-11-2026 20:00,29.12
03-07-2026 13:31,200014336349975,WTB - 000000 - 05010067383157 - UKUS - 1,1,"Allinson's Self Raising White Baking Flour 1Kg, Imported from Britain",26.39,0,Value,03-11-2026 20:00,26.39
03-07-2026 14:44,200014409439147,WTB - 000000 - 08000300440164 - UKUS - 1,2,"Kit Kat F1 Milk Chocolate Bar 55g, Imported from Britain",51.01,3.11,Value,03-11-2026 20:00,47.9
03-07-2026 14:41,200014469005312,WTB - 000000 - 05000175411194 - UKUS - 1,1,"Oxo Beef Stock Cubes 24 Pack 142g, Imported from Britain",28.33,1.35,Value,03-09-2026 20:00,26.98
03-07-2026 15:04,114-4855336-4629047,STB - 131125 - B08D36ZNWR - UKUS - 3,1,"L'OR DECAF Espresso Capsules, 100 Count DECAF Ristretto, Single-Serve Aluminum Coffee Capsules Compatible with the L'OR BARISTA System & *Nespresso Original Machines",70.36,1.55,FreeEconomy Econ US Dom,03-11-2026 17:00,68.81
03-07-2026 14:29,112-9195371-9325855,STB - 091225 - B000J6BHP2 - UKUS - X,1,Tetley - Original Tea Bags 240 - 750g,23.84,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,23.84
03-07-2026 14:25,111-7870788-1085830,STB - 271025 - B00BHFDFDG - UKUS - 3,1,McCoys Cheddar & Onion Crisps 6 X 32G,21.27,0,FreeEconomy Econ US Dom,03-11-2026 17:00,21.27
03-07-2026 14:18,111-0927605-1556263,STB - 040126 - B0199VCKBC - UKUS - X,2,"Rapesco Supaclip Stainless Steel Clip (Pack of 350) (1315),Silver",89.78,6.16,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,83.62
03-07-2026 14:45,113-6065086-3553835,STB - 040126 - B005SNMJ0I - UKUS - X,1,Tanita KD-320 Digital Kitchen Scale 3kg-Cream,125.51,7.22,FreeEconomy Econ US Dom,3/20/2026 5:00:00 PM,118.29
03-07-2026 14:32,112-2840460-1583406,STB - 131125 - B000AYGYA6 - UKUS - 3,1,"Carr's Table Water Crackers, Baked Snack Crackers, Party Snacks, Original, 4.25oz Box (1 Box)",34.07,2.41,FreeEconomy Econ US Dom,03-11-2026 17:00,31.66
03-07-2026 14:29,113-2291286-1253856,STB - 131125 - B07GX139X3 - UKUS - 3,1,McVitie's Digestives Milk Chocolate the Caramel One 250g (Pack of 3),26.41,0,FreeEconomy Econ US Dom,03-11-2026 17:00,26.41
03-07-2026 15:11,114-1597489-3757069,STB - 091225 - B07L1XDBV5 - UKUS - X,1,Alsa Sucre Vanillé (x12) 90g,32.49,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,32.49
03-07-2026 14:47,111-5296464-7912254,STB - 091225 - B07Q6CTK1T - UKUS - X,1,Belazu Beldi Preserved Lemons (Drained Weight 200 Net Weight 360 g),21.09,0,FreeEconomy Econ US Dom,03-11-2026 17:00,21.09
03-07-2026 13:52,114-1940275-9940250,STB - 091225 - B00RBABVRS - UKUS - X,1,Pukka Herbal Tea,75.8,0,FreeEconomy Econ US Dom,03-11-2026 17:00,75.8
03-07-2026 15:49,200014449688992,WTB - 000000 - 05010438013683 - UKUS - 1,1,"Vimto No Added Sugar Squash 1 Litre, Imported from Britain",29.73,1.85,Value,03-11-2026 20:00,27.88
03-07-2026 15:57,200014437453995,WTB - 000000 - 08000300440164 - UKUS - 1,2,"Kit Kat F1 Milk Chocolate Bar 55g, Imported from Britain",51.25,3.35,Value,03-11-2026 20:00,47.9
03-07-2026 14:59,200014351083428,WTB - 000000 - 05060062064254 - UKUS - 1,1,"Matthews Flour Premium White Strong Flour 1.5Kg, Imported from Britain",29.67,0,Value,03-11-2026 20:00,29.67
03-07-2026 16:26,200014510156672,WTB - 000000 - 07622202274350 - UKUS - 1,1,"Cadbury Orange Mini Eggs 74g, Imported from Britain",25.48,1.44,Value,03-11-2026 20:00,24.04
03-07-2026 16:26,112-2137981-6884236,STB - 100226 - B00JFLM95Y - UKUS - 5,1,Nescafe Vanilla Latte 8 x 18.5g - Pack of 6,34.99,0,FreeEconomy Econ US Dom,3/13/2026 5:00:00 PM,34.99
